747 60050
38 144 0.00265252
531 144 0.00265252
99 144 0.00265252
58 144 0.00265252
438 144 0.00265252
148 144 0.00265252
418 144 0.00265252
162 144 0.00265252
33 144 0.00265252
518 144 0.00265252
458 144 0.00265252
505 144 0.00265252
139 144 0.00265252
145 144 0.00265252
236 144 0.00265252
103 144 0.00265252
342 144 0.00265252
2 144 0.00265252
418 144 0.00265252
89 144 0.00265252
38 144 0.00265252
100 144 0.00265252
342 144 0.00265252
53 144 0.00265252
102 144 0.00265252
395 144 0.00265252
247 144 0.00265252
294 144 0.00265252
37 144 0.00265252
198 144 0.00265252
457 144 0.00265252
306 144 0.00265252
82 144 0.00265252
165 144 0.00265252
6 144 0.00265252
102 144 0.00265252
188 144 0.00265252
285 144 0.00265252
531 144 0.00265252
25 144 0.00265252
70 144 0.00265252
37 144 0.00265252
56 144 0.00265252
50 144 0.00265252
313 144 0.00265252
258 144 0.00265252
174 144 0.00265252
163 144 0.00265252
55 144 0.00265252
513 144 0.00265252
105 144 0.00265252
318 144 0.00265252
144 145 0.00473934
113 145 0.00473934
169 145 0.00473934
19 145 0.00473934
512 145 0.00473934
6 145 0.00473934
14 145 0.00473934
124 145 0.00473934
369 145 0.00473934
458 145 0.00473934
433 145 0.00473934
370 145 0.00473934
409 145 0.00473934
169 145 0.00473934
398 145 0.00473934
243 145 0.00473934
572 145 0.00473934
326 145 0.00473934
48 145 0.00473934
79 145 0.00473934
419 145 0.00473934
306 145 0.00473934
13 145 0.00473934
16 145 0.00473934
349 145 0.00473934
253 145 0.00473934
175 145 0.00473934
505 145 0.00473934
94 145 0.00473934
19 145 0.00473934
512 145 0.00473934
85 145 0.00473934
101 145 0.00473934
16 145 0.00473934
259 145 0.00473934
248 145 0.00473934
59 145 0.00473934
168 145 0.00473934
478 145 0.00473934
433 145 0.00473934
85 145 0.00473934
585 145 0.00473934
182 145 0.00473934
342 145 0.00473934
565 145 0.00473934
48 145 0.00473934
103 145 0.00473934
12 145 0.00473934
441 145 0.00473934
88 145 0.00473934
54 145 0.00473934
138 145 0.00473934
135 145 0.00473934
188 145 0.00473934
234 145 0.00473934
132 145 0.00473934
261 145 0.00473934
306 145 0.00473934
318 145 0.00473934
70 145 0.00473934
418 145 0.00473934
8 145 0.00473934
175 145 0.00473934
8 145 0.00473934
52 145 0.00473934
241 145 0.00473934
633 145 0.00473934
60 145 0.00473934
572 145 0.00473934
163 145 0.00473934
478 145 0.00473934
71 145 0.00473934
272 145 0.00473934
15 145 0.00473934
155 145 0.00473934
26 145 0.00473934
276 145 0.00473934
7 145 0.00473934
395 145 0.00473934
56 145 0.00473934
369 145 0.00473934
458 145 0.00473934
466 145 0.00473934
278 145 0.00473934
335 145 0.00473934
102 145 0.00473934
7 145 0.00473934
409 145 0.00473934
51 145 0.00473934
326 145 0.00473934
243 145 0.00473934
37 145 0.00473934
101 145 0.00473934
55 145 0.00473934
267 145 0.00473934
1 145 0.00473934
315 145 0.00473934
220 145 0.00473934
441 145 0.00473934
14 145 0.00473934
25 145 0.00473934
143 145 0.00473934
57 145 0.00473934
259 145 0.00473934
165 145 0.00473934
188 145 0.00473934
354 145 0.00473934
26 145 0.00473934
322 145 0.00473934
440 145 0.00473934
132 145 0.00473934
234 145 0.00473934
113 145 0.00473934
158 145 0.00473934
354 145 0.00473934
158 145 0.00473934
31 145 0.00473934
304 145 0.00473934
53 145 0.00473934
12 145 0.00473934
51 145 0.00473934
565 145 0.00473934
682 145 0.00473934
110 145 0.00473934
143 145 0.00473934
277 145 0.00473934
70 145 0.00473934
228 145 0.00473934
198 145 0.00473934
102 145 0.00473934
504 145 0.00473934
124 145 0.00473934
253 145 0.00473934
25 145 0.00473934
277 145 0.00473934
168 145 0.00473934
300 145 0.00473934
187 145 0.00473934
272 145 0.00473934
290 145 0.00473934
53 145 0.00473934
248 145 0.00473934
585 145 0.00473934
6 145 0.00473934
419 145 0.00473934
162 145 0.00473934
227 145 0.00473934
115 145 0.00473934
322 145 0.00473934
57 145 0.00473934
138 145 0.00473934
154 145 0.00473934
187 145 0.00473934
135 145 0.00473934
103 145 0.00473934
110 145 0.00473934
682 145 0.00473934
37 145 0.00473934
267 145 0.00473934
115 145 0.00473934
342 145 0.00473934
198 145 0.00473934
15 145 0.00473934
304 145 0.00473934
278 145 0.00473934
440 145 0.00473934
504 145 0.00473934
315 145 0.00473934
349 145 0.00473934
94 145 0.00473934
154 145 0.00473934
165 145 0.00473934
1 145 0.00473934
155 145 0.00473934
220 145 0.00473934
418 145 0.00473934
182 145 0.00473934
466 145 0.00473934
163 145 0.00473934
370 145 0.00473934
60 145 0.00473934
54 145 0.00473934
276 145 0.00473934
144 145 0.00473934
335 145 0.00473934
505 145 0.00473934
395 145 0.00473934
261 145 0.00473934
633 145 0.00473934
162 145 0.00473934
71 145 0.00473934
205 145 0.00473934
59 145 0.00473934
205 145 0.00473934
228 145 0.00473934
398 145 0.00473934
79 145 0.00473934
318 145 0.00473934
241 145 0.00473934
56 145 0.00473934
33 145 0.00473934
300 145 0.00473934
52 145 0.00473934
55 145 0.00473934
88 145 0.00473934
31 145 0.00473934
227 145 0.00473934
33 145 0.00473934
13 145 0.00473934
290 145 0.00473934
142 146 0.00636943
351 146 0.00636943
550 146 0.00636943
550 146 0.00636943
411 146 0.00636943
442 146 0.00636943
578 146 0.00636943
128 146 0.00636943
82 146 0.00636943
364 146 0.00636943
403 146 0.00636943
346 146 0.00636943
510 146 0.00636943
233 146 0.00636943
283 146 0.00636943
62 146 0.00636943
511 146 0.00636943
566 146 0.00636943
22 146 0.00636943
269 146 0.00636943
566 146 0.00636943
64 146 0.00636943
293 146 0.00636943
130 146 0.00636943
287 146 0.00636943
333 146 0.00636943
373 146 0.00636943
370 146 0.00636943
224 146 0.00636943
289 146 0.00636943
389 146 0.00636943
379 146 0.00636943
573 146 0.00636943
400 146 0.00636943
462 146 0.00636943
287 146 0.00636943
126 146 0.00636943
376 146 0.00636943
64 146 0.00636943
380 146 0.00636943
172 146 0.00636943
61 146 0.00636943
283 146 0.00636943
490 146 0.00636943
289 146 0.00636943
490 146 0.00636943
445 146 0.00636943
61 146 0.00636943
517 146 0.00636943
445 146 0.00636943
21 146 0.00636943
502 146 0.00636943
323 146 0.00636943
406 146 0.00636943
557 146 0.00636943
333 146 0.00636943
365 146 0.00636943
380 146 0.00636943
131 146 0.00636943
373 146 0.00636943
199 146 0.00636943
281 146 0.00636943
141 146 0.00636943
323 146 0.00636943
405 146 0.00636943
415 146 0.00636943
369 146 0.00636943
317 146 0.00636943
147 146 0.00636943
509 146 0.00636943
97 146 0.00636943
423 146 0.00636943
442 146 0.00636943
403 146 0.00636943
293 146 0.00636943
510 146 0.00636943
206 146 0.00636943
74 146 0.00636943
511 146 0.00636943
166 146 0.00636943
578 146 0.00636943
96 146 0.00636943
413 146 0.00636943
120 146 0.00636943
120 146 0.00636943
229 146 0.00636943
126 146 0.00636943
376 146 0.00636943
142 146 0.00636943
65 146 0.00636943
286 146 0.00636943
223 146 0.00636943
130 146 0.00636943
223 146 0.00636943
415 146 0.00636943
400 146 0.00636943
233 146 0.00636943
351 146 0.00636943
235 146 0.00636943
482 146 0.00636943
482 146 0.00636943
141 146 0.00636943
196 146 0.00636943
235 146 0.00636943
171 146 0.00636943
346 146 0.00636943
517 146 0.00636943
286 146 0.00636943
462 146 0.00636943
443 146 0.00636943
172 146 0.00636943
405 146 0.00636943
411 146 0.00636943
41 146 0.00636943
366 146 0.00636943
502 146 0.00636943
557 146 0.00636943
199 146 0.00636943
281 146 0.00636943
166 146 0.00636943
317 146 0.00636943
62 146 0.00636943
74 146 0.00636943
200 146 0.00636943
573 146 0.00636943
379 146 0.00636943
229 146 0.00636943
364 146 0.00636943
22 146 0.00636943
224 146 0.00636943
147 146 0.00636943
131 146 0.00636943
269 146 0.00636943
196 146 0.00636943
389 146 0.00636943
413 146 0.00636943
127 146 0.00636943
128 146 0.00636943
406 146 0.00636943
127 146 0.00636943
82 146 0.00636943
206 146 0.00636943
370 146 0.00636943
443 146 0.00636943
21 146 0.00636943
200 146 0.00636943
96 146 0.00636943
65 146 0.00636943
41 146 0.00636943
369 146 0.00636943
366 146 0.00636943
423 146 0.00636943
365 146 0.00636943
97 146 0.00636943
509 146 0.00636943
171 146 0.00636943
17 147 0.00671141
288 147 0.00671141
319 147 0.00671141
465 147 0.00671141
332 147 0.00671141
470 147 0.00671141
295 147 0.00671141
545 147 0.00671141
78 147 0.00671141
223 147 0.00671141
509 147 0.00671141
524 147 0.00671141
380 147 0.00671141
141 147 0.00671141
287 147 0.00671141
160 147 0.00671141
587 147 0.00671141
373 147 0.00671141
602 147 0.00671141
22 147 0.00671141
171 147 0.00671141
365 147 0.00671141
328 147 0.00671141
30 147 0.00671141
365 147 0.00671141
463 147 0.00671141
233 147 0.00671141
334 147 0.00671141
332 147 0.00671141
283 147 0.00671141
545 147 0.00671141
283 147 0.00671141
66 147 0.00671141
125 147 0.00671141
391 147 0.00671141
214 147 0.00671141
18 147 0.00671141
500 147 0.00671141
209 147 0.00671141
404 147 0.00671141
171 147 0.00671141
233 147 0.00671141
22 147 0.00671141
413 147 0.00671141
196 147 0.00671141
317 147 0.00671141
373 147 0.00671141
78 147 0.00671141
324 147 0.00671141
63 147 0.00671141
324 147 0.00671141
87 147 0.00671141
87 147 0.00671141
20 147 0.00671141
146 147 0.00671141
490 147 0.00671141
166 147 0.00671141
442 147 0.00671141
399 147 0.00671141
229 147 0.00671141
331 147 0.00671141
61 147 0.00671141
524 147 0.00671141
36 147 0.00671141
525 147 0.00671141
18 147 0.00671141
114 147 0.00671141
329 147 0.00671141
20 147 0.00671141
346 147 0.00671141
160 147 0.00671141
490 147 0.00671141
288 147 0.00671141
191 147 0.00671141
27 147 0.00671141
214 147 0.00671141
125 147 0.00671141
117 147 0.00671141
208 147 0.00671141
287 147 0.00671141
196 147 0.00671141
62 147 0.00671141
317 147 0.00671141
189 147 0.00671141
189 147 0.00671141
381 147 0.00671141
27 147 0.00671141
465 147 0.00671141
63 147 0.00671141
376 147 0.00671141
328 147 0.00671141
190 147 0.00671141
376 147 0.00671141
442 147 0.00671141
470 147 0.00671141
17 147 0.00671141
503 147 0.00671141
329 147 0.00671141
331 147 0.00671141
602 147 0.00671141
381 147 0.00671141
197 147 0.00671141
289 147 0.00671141
223 147 0.00671141
166 147 0.00671141
568 147 0.00671141
404 147 0.00671141
191 147 0.00671141
363 147 0.00671141
413 147 0.00671141
292 147 0.00671141
208 147 0.00671141
568 147 0.00671141
319 147 0.00671141
509 147 0.00671141
126 147 0.00671141
334 147 0.00671141
346 147 0.00671141
399 147 0.00671141
500 147 0.00671141
146 147 0.00671141
525 147 0.00671141
197 147 0.00671141
289 147 0.00671141
30 147 0.00671141
503 147 0.00671141
463 147 0.00671141
507 147 0.00671141
292 147 0.00671141
363 147 0.00671141
66 147 0.00671141
62 147 0.00671141
36 147 0.00671141
126 147 0.00671141
295 147 0.00671141
141 147 0.00671141
114 147 0.00671141
61 147 0.00671141
117 147 0.00671141
209 147 0.00671141
507 147 0.00671141
587 147 0.00671141
281 147 0.00671141
281 147 0.00671141
229 147 0.00671141
190 147 0.00671141
380 147 0.00671141
391 147 0.00671141
149 148 0.00487805
352 148 0.00487805
85 148 0.00487805
217 148 0.00487805
476 148 0.00487805
306 148 0.00487805
198 148 0.00487805
99 148 0.00487805
308 148 0.00487805
132 148 0.00487805
308 148 0.00487805
291 148 0.00487805
121 148 0.00487805
57 148 0.00487805
291 148 0.00487805
251 148 0.00487805
250 148 0.00487805
11 148 0.00487805
99 148 0.00487805
198 148 0.00487805
157 148 0.00487805
452 148 0.00487805
315 148 0.00487805
508 148 0.00487805
138 148 0.00487805
157 148 0.00487805
388 148 0.00487805
398 148 0.00487805
112 148 0.00487805
384 148 0.00487805
85 148 0.00487805
205 148 0.00487805
140 148 0.00487805
149 148 0.00487805
139 148 0.00487805
161 148 0.00487805
313 148 0.00487805
124 148 0.00487805
135 148 0.00487805
259 148 0.00487805
384 148 0.00487805
303 148 0.00487805
164 148 0.00487805
52 148 0.00487805
241 148 0.00487805
13 148 0.00487805
104 148 0.00487805
138 148 0.00487805
304 148 0.00487805
371 148 0.00487805
352 148 0.00487805
168 148 0.00487805
164 148 0.00487805
8 148 0.00487805
38 148 0.00487805
386 148 0.00487805
300 148 0.00487805
306 148 0.00487805
318 148 0.00487805
342 148 0.00487805
140 148 0.00487805
132 148 0.00487805
135 148 0.00487805
512 148 0.00487805
305 148 0.00487805
94 148 0.00487805
8 148 0.00487805
153 148 0.00487805
161 148 0.00487805
466 148 0.00487805
5 148 0.00487805
101 148 0.00487805
322 148 0.00487805
433 148 0.00487805
219 148 0.00487805
420 148 0.00487805
113 148 0.00487805
220 148 0.00487805
139 148 0.00487805
441 148 0.00487805
31 148 0.00487805
94 148 0.00487805
505 148 0.00487805
253 148 0.00487805
11 148 0.00487805
279 148 0.00487805
398 148 0.00487805
26 148 0.00487805
318 148 0.00487805
236 148 0.00487805
122 148 0.00487805
386 148 0.00487805
102 148 0.00487805
49 148 0.00487805
267 148 0.00487805
121 148 0.00487805
290 148 0.00487805
236 148 0.00487805
144 148 0.00487805
418 148 0.00487805
216 148 0.00487805
228 148 0.00487805
1 148 0.00487805
38 148 0.00487805
105 148 0.00487805
195 148 0.00487805
114 148 0.00487805
153 148 0.00487805
300 148 0.00487805
194 148 0.00487805
242 148 0.00487805
219 148 0.00487805
16 148 0.00487805
216 148 0.00487805
7 148 0.00487805
88 148 0.00487805
241 148 0.00487805
253 148 0.00487805
105 148 0.00487805
278 148 0.00487805
538 148 0.00487805
115 148 0.00487805
79 148 0.00487805
217 148 0.00487805
228 148 0.00487805
16 148 0.00487805
251 148 0.00487805
31 148 0.00487805
104 148 0.00487805
518 148 0.00487805
452 148 0.00487805
303 148 0.00487805
504 148 0.00487805
76 148 0.00487805
508 148 0.00487805
54 148 0.00487805
102 148 0.00487805
354 148 0.00487805
101 148 0.00487805
342 148 0.00487805
267 148 0.00487805
71 148 0.00487805
220 148 0.00487805
112 148 0.00487805
143 148 0.00487805
194 148 0.00487805
195 148 0.00487805
1 148 0.00487805
92 148 0.00487805
115 148 0.00487805
114 148 0.00487805
313 148 0.00487805
322 148 0.00487805
259 148 0.00487805
420 148 0.00487805
165 148 0.00487805
250 148 0.00487805
5 148 0.00487805
79 148 0.00487805
49 148 0.00487805
315 148 0.00487805
143 148 0.00487805
393 148 0.00487805
71 148 0.00487805
418 148 0.00487805
433 148 0.00487805
124 148 0.00487805
504 148 0.00487805
279 148 0.00487805
59 148 0.00487805
388 148 0.00487805
7 148 0.00487805
122 148 0.00487805
305 148 0.00487805
512 148 0.00487805
57 148 0.00487805
242 148 0.00487805
144 148 0.00487805
165 148 0.00487805
278 148 0.00487805
13 148 0.00487805
113 148 0.00487805
538 148 0.00487805
32 148 0.00487805
518 148 0.00487805
371 148 0.00487805
168 148 0.00487805
88 148 0.00487805
205 148 0.00487805
59 148 0.00487805
441 148 0.00487805
505 148 0.00487805
476 148 0.00487805
290 148 0.00487805
92 148 0.00487805
52 148 0.00487805
354 148 0.00487805
32 148 0.00487805
76 148 0.00487805
393 148 0.00487805
26 148 0.00487805
54 148 0.00487805
466 148 0.00487805
304 148 0.00487805
148 149 0.004329
436 149 0.004329
159 149 0.004329
100 149 0.004329
438 149 0.004329
54 149 0.004329
440 149 0.004329
227 149 0.004329
457 149 0.004329
132 149 0.004329
438 149 0.004329
133 149 0.004329
290 149 0.004329
95 149 0.004329
79 149 0.004329
195 149 0.004329
227 149 0.004329
349 149 0.004329
228 149 0.004329
37 149 0.004329
433 149 0.004329
7 149 0.004329
300 149 0.004329
243 149 0.004329
279 149 0.004329
313 149 0.004329
308 149 0.004329
71 149 0.004329
38 149 0.004329
165 149 0.004329
188 149 0.004329
198 149 0.004329
148 149 0.004329
447 149 0.004329
19 149 0.004329
313 149 0.004329
277 149 0.004329
57 149 0.004329
169 149 0.004329
458 149 0.004329
322 149 0.004329
378 149 0.004329
114 149 0.004329
236 149 0.004329
12 149 0.004329
70 149 0.004329
195 149 0.004329
458 149 0.004329
279 149 0.004329
39 149 0.004329
143 149 0.004329
59 149 0.004329
34 149 0.004329
53 149 0.004329
118 149 0.004329
114 149 0.004329
188 149 0.004329
228 149 0.004329
83 149 0.004329
508 149 0.004329
37 149 0.004329
220 149 0.004329
102 149 0.004329
82 149 0.004329
7 149 0.004329
53 149 0.004329
258 149 0.004329
159 149 0.004329
395 149 0.004329
34 149 0.004329
155 149 0.004329
216 149 0.004329
135 149 0.004329
354 149 0.004329
277 149 0.004329
124 149 0.004329
1 149 0.004329
52 149 0.004329
433 149 0.004329
112 149 0.004329
163 149 0.004329
71 149 0.004329
38 149 0.004329
441 149 0.004329
110 149 0.004329
280 149 0.004329
342 149 0.004329
508 149 0.004329
354 149 0.004329
241 149 0.004329
154 149 0.004329
476 149 0.004329
104 149 0.004329
168 149 0.004329
104 149 0.004329
5 149 0.004329
304 149 0.004329
436 149 0.004329
55 149 0.004329
84 149 0.004329
394 149 0.004329
163 149 0.004329
476 149 0.004329
25 149 0.004329
306 149 0.004329
253 149 0.004329
144 149 0.004329
67 149 0.004329
304 149 0.004329
55 149 0.004329
236 149 0.004329
394 149 0.004329
79 149 0.004329
124 149 0.004329
133 149 0.004329
518 149 0.004329
100 149 0.004329
154 149 0.004329
19 149 0.004329
267 149 0.004329
12 149 0.004329
8 149 0.004329
31 149 0.004329
342 149 0.004329
1 149 0.004329
398 149 0.004329
312 149 0.004329
110 149 0.004329
267 149 0.004329
57 149 0.004329
218 149 0.004329
441 149 0.004329
95 149 0.004329
39 149 0.004329
31 149 0.004329
153 149 0.004329
52 149 0.004329
155 149 0.004329
118 149 0.004329
174 149 0.004329
168 149 0.004329
276 149 0.004329
305 149 0.004329
518 149 0.004329
139 149 0.004329
98 149 0.004329
135 149 0.004329
8 149 0.004329
386 149 0.004329
393 149 0.004329
276 149 0.004329
105 149 0.004329
153 149 0.004329
158 149 0.004329
101 149 0.004329
16 149 0.004329
285 149 0.004329
285 149 0.004329
306 149 0.004329
84 149 0.004329
67 149 0.004329
101 149 0.004329
187 149 0.004329
198 149 0.004329
179 149 0.004329
261 149 0.004329
395 149 0.004329
105 149 0.004329
158 149 0.004329
16 149 0.004329
54 149 0.004329
59 149 0.004329
143 149 0.004329
102 149 0.004329
378 149 0.004329
447 149 0.004329
140 149 0.004329
26 149 0.004329
362 149 0.004329
253 149 0.004329
26 149 0.004329
140 149 0.004329
258 149 0.004329
312 149 0.004329
280 149 0.004329
82 149 0.004329
13 149 0.004329
112 149 0.004329
139 149 0.004329
144 149 0.004329
241 149 0.004329
103 149 0.004329
129 149 0.004329
300 149 0.004329
362 149 0.004329
121 149 0.004329
398 149 0.004329
308 149 0.004329
70 149 0.004329
261 149 0.004329
25 149 0.004329
386 149 0.004329
169 149 0.004329
349 149 0.004329
259 149 0.004329
132 149 0.004329
322 149 0.004329
466 149 0.004329
305 149 0.004329
393 149 0.004329
13 149 0.004329
83 149 0.004329
5 149 0.004329
466 149 0.004329
216 149 0.004329
440 149 0.004329
98 149 0.004329
243 149 0.004329
129 149 0.004329
220 149 0.004329
259 149 0.004329
457 149 0.004329
218 149 0.004329
165 149 0.004329
103 149 0.004329
187 149 0.004329
179 149 0.004329
174 149 0.004329
290 149 0.004329
121 149 0.004329
151 150 0.00460829
114 150 0.00460829
286 150 0.00460829
68 150 0.00460829
499 150 0.00460829
368 150 0.00460829
292 150 0.00460829
497 150 0.00460829
87 150 0.00460829
22 150 0.00460829
36 150 0.00460829
192 150 0.00460829
197 150 0.00460829
542 150 0.00460829
343 150 0.00460829
64 150 0.00460829
587 150 0.00460829
658 150 0.00460829
658 150 0.00460829
498 150 0.00460829
311 150 0.00460829
200 150 0.00460829
61 150 0.00460829
126 150 0.00460829
682 150 0.00460829
172 150 0.00460829
385 150 0.00460829
561 150 0.00460829
542 150 0.00460829
443 150 0.00460829
379 150 0.00460829
507 150 0.00460829
323 150 0.00460829
127 150 0.00460829
97 150 0.00460829
324 150 0.00460829
329 150 0.00460829
181 150 0.00460829
223 150 0.00460829
561 150 0.00460829
215 150 0.00460829
87 150 0.00460829
641 150 0.00460829
235 150 0.00460829
484 150 0.00460829
524 150 0.00460829
330 150 0.00460829
200 150 0.00460829
343 150 0.00460829
437 150 0.00460829
670 150 0.00460829
223 150 0.00460829
334 150 0.00460829
560 150 0.00460829
536 150 0.00460829
463 150 0.00460829
309 150 0.00460829
385 150 0.00460829
91 150 0.00460829
509 150 0.00460829
181 150 0.00460829
160 150 0.00460829
260 150 0.00460829
432 150 0.00460829
527 150 0.00460829
564 150 0.00460829
30 150 0.00460829
151 150 0.00460829
364 150 0.00460829
402 150 0.00460829
521 150 0.00460829
68 150 0.00460829
402 150 0.00460829
77 150 0.00460829
634 150 0.00460829
330 150 0.00460829
327 150 0.00460829
682 150 0.00460829
206 150 0.00460829
368 150 0.00460829
333 150 0.00460829
65 150 0.00460829
96 150 0.00460829
310 150 0.00460829
413 150 0.00460829
405 150 0.00460829
560 150 0.00460829
215 150 0.00460829
229 150 0.00460829
443 150 0.00460829
21 150 0.00460829
120 150 0.00460829
141 150 0.00460829
324 150 0.00460829
329 150 0.00460829
507 150 0.00460829
509 150 0.00460829
556 150 0.00460829
289 150 0.00460829
160 150 0.00460829
128 150 0.00460829
403 150 0.00460829
521 150 0.00460829
190 150 0.00460829
413 150 0.00460829
389 150 0.00460829
379 150 0.00460829
634 150 0.00460829
351 150 0.00460829
498 150 0.00460829
464 150 0.00460829
334 150 0.00460829
137 150 0.00460829
106 150 0.00460829
91 150 0.00460829
22 150 0.00460829
292 150 0.00460829
323 150 0.00460829
61 150 0.00460829
190 150 0.00460829
406 150 0.00460829
137 150 0.00460829
36 150 0.00460829
206 150 0.00460829
527 150 0.00460829
116 150 0.00460829
333 150 0.00460829
64 150 0.00460829
524 150 0.00460829
21 150 0.00460829
459 150 0.00460829
500 150 0.00460829
90 150 0.00460829
331 150 0.00460829
229 150 0.00460829
235 150 0.00460829
192 150 0.00460829
355 150 0.00460829
120 150 0.00460829
63 150 0.00460829
295 150 0.00460829
40 150 0.00460829
126 150 0.00460829
197 150 0.00460829
437 150 0.00460829
427 150 0.00460829
10 150 0.00460829
29 150 0.00460829
670 150 0.00460829
389 150 0.00460829
166 150 0.00460829
90 150 0.00460829
372 150 0.00460829
427 150 0.00460829
309 150 0.00460829
403 150 0.00460829
641 150 0.00460829
587 150 0.00460829
199 150 0.00460829
260 150 0.00460829
289 150 0.00460829
286 150 0.00460829
499 150 0.00460829
106 150 0.00460829
10 150 0.00460829
482 150 0.00460829
500 150 0.00460829
517 150 0.00460829
571 150 0.00460829
30 150 0.00460829
439 150 0.00460829
116 150 0.00460829
29 150 0.00460829
432 150 0.00460829
464 150 0.00460829
311 150 0.00460829
372 150 0.00460829
380 150 0.00460829
295 150 0.00460829
65 150 0.00460829
571 150 0.00460829
127 150 0.00460829
546 150 0.00460829
351 150 0.00460829
288 150 0.00460829
327 150 0.00460829
482 150 0.00460829
459 150 0.00460829
364 150 0.00460829
355 150 0.00460829
439 150 0.00460829
546 150 0.00460829
564 150 0.00460829
128 150 0.00460829
484 150 0.00460829
166 150 0.00460829
405 150 0.00460829
517 150 0.00460829
556 150 0.00460829
463 150 0.00460829
77 150 0.00460829
288 150 0.00460829
380 150 0.00460829
310 150 0.00460829
199 150 0.00460829
141 150 0.00460829
97 150 0.00460829
40 150 0.00460829
114 150 0.00460829
536 150 0.00460829
63 150 0.00460829
96 150 0.00460829
172 150 0.00460829
497 150 0.00460829
406 150 0.00460829
331 150 0.00460829
150 151 0.00414938
69 151 0.00414938
29 151 0.00414938
439 151 0.00414938
268 151 0.00414938
551 151 0.00414938
125 151 0.00414938
351 151 0.00414938
333 151 0.00414938
87 151 0.00414938
507 151 0.00414938
428 151 0.00414938
587 151 0.00414938
463 151 0.00414938
281 151 0.00414938
405 151 0.00414938
223 151 0.00414938
391 151 0.00414938
88 151 0.00414938
229 151 0.00414938
460 151 0.00414938
68 151 0.00414938
333 151 0.00414938
127 151 0.00414938
428 151 0.00414938
269 151 0.00414938
329 151 0.00414938
209 151 0.00414938
128 151 0.00414938
292 151 0.00414938
406 151 0.00414938
268 151 0.00414938
460 151 0.00414938
400 151 0.00414938
500 151 0.00414938
578 151 0.00414938
311 151 0.00414938
65 151 0.00414938
166 151 0.00414938
286 151 0.00414938
160 151 0.00414938
343 151 0.00414938
372 151 0.00414938
120 151 0.00414938
30 151 0.00414938
197 151 0.00414938
343 151 0.00414938
120 151 0.00414938
569 151 0.00414938
376 151 0.00414938
360 151 0.00414938
528 151 0.00414938
192 151 0.00414938
27 151 0.00414938
365 151 0.00414938
28 151 0.00414938
20 151 0.00414938
136 151 0.00414938
211 151 0.00414938
412 151 0.00414938
492 151 0.00414938
200 151 0.00414938
361 151 0.00414938
210 151 0.00414938
498 151 0.00414938
36 151 0.00414938
423 151 0.00414938
30 151 0.00414938
355 151 0.00414938
467 151 0.00414938
17 151 0.00414938
260 151 0.00414938
346 151 0.00414938
328 151 0.00414938
211 151 0.00414938
150 151 0.00414938
310 151 0.00414938
17 151 0.00414938
260 151 0.00414938
61 151 0.00414938
82 151 0.00414938
41 151 0.00414938
648 151 0.00414938
125 151 0.00414938
406 151 0.00414938
18 151 0.00414938
192 151 0.00414938
648 151 0.00414938
716 151 0.00414938
87 151 0.00414938
196 151 0.00414938
65 151 0.00414938
215 151 0.00414938
499 151 0.00414938
467 151 0.00414938
423 151 0.00414938
411 151 0.00414938
96 151 0.00414938
498 151 0.00414938
206 151 0.00414938
63 151 0.00414938
287 151 0.00414938
18 151 0.00414938
490 151 0.00414938
287 151 0.00414938
496 151 0.00414938
22 151 0.00414938
492 151 0.00414938
459 151 0.00414938
295 151 0.00414938
373 151 0.00414938
114 151 0.00414938
199 151 0.00414938
36 151 0.00414938
360 151 0.00414938
372 151 0.00414938
77 151 0.00414938
445 151 0.00414938
334 151 0.00414938
29 151 0.00414938
629 151 0.00414938
493 151 0.00414938
439 151 0.00414938
116 151 0.00414938
482 151 0.00414938
200 151 0.00414938
310 151 0.00414938
323 151 0.00414938
323 151 0.00414938
78 151 0.00414938
210 151 0.00414938
493 151 0.00414938
82 151 0.00414938
199 151 0.00414938
20 151 0.00414938
507 151 0.00414938
716 151 0.00414938
288 151 0.00414938
196 151 0.00414938
587 151 0.00414938
317 151 0.00414938
191 151 0.00414938
351 151 0.00414938
88 151 0.00414938
366 151 0.00414938
317 151 0.00414938
22 151 0.00414938
193 151 0.00414938
78 151 0.00414938
68 151 0.00414938
309 151 0.00414938
141 151 0.00414938
193 151 0.00414938
114 151 0.00414938
166 151 0.00414938
629 151 0.00414938
269 151 0.00414938
400 151 0.00414938
136 151 0.00414938
40 151 0.00414938
412 151 0.00414938
484 151 0.00414938
281 151 0.00414938
328 151 0.00414938
128 151 0.00414938
517 151 0.00414938
40 151 0.00414938
292 151 0.00414938
330 151 0.00414938
545 151 0.00414938
309 151 0.00414938
463 151 0.00414938
391 151 0.00414938
368 151 0.00414938
288 151 0.00414938
215 151 0.00414938
545 151 0.00414938
197 151 0.00414938
61 151 0.00414938
445 151 0.00414938
96 151 0.00414938
365 151 0.00414938
496 151 0.00414938
206 151 0.00414938
127 151 0.00414938
69 151 0.00414938
499 151 0.00414938
41 151 0.00414938
500 151 0.00414938
330 151 0.00414938
578 151 0.00414938
283 151 0.00414938
295 151 0.00414938
116 151 0.00414938
28 151 0.00414938
361 151 0.00414938
137 151 0.00414938
459 151 0.00414938
482 151 0.00414938
569 151 0.00414938
137 151 0.00414938
77 151 0.00414938
214 151 0.00414938
126 151 0.00414938
283 151 0.00414938
160 151 0.00414938
